latent_0,latent_1,latent_2,latent_3,latent_4,latent_5,latent_6,latent_7,latent_8,latent_9,latent_10,latent_11,latent_12,latent_13,latent_14,latent_15,latent_16,latent_17,latent_18,latent_19,latent_20,latent_21,latent_22,latent_23,latent_24,target,split
0.0,0.0,0.0,1.3061482,0.0,0.0,0.0,0.19667909,0.0,0.0,0.0,0.0,4.213945,0.0,6.5253167,0.0,0.0,0.0,1.0430187,0.0,0.0,0.0,0.0,0.0,4.641736,0.88854045,train
0.0,0.0,0.0,1.3062335,0.0,0.0,0.0,0.1954105,0.0,0.0,0.0,0.0,4.213353,0.0,6.5251346,0.0,0.0,0.0,1.0432194,0.0,0.0,0.0,0.0,0.0,4.6420884,0.88854045,train
0.0,0.0,0.0,1.3060995,0.0,0.0,0.0,0.19469541,0.0,0.0,0.0,0.0,4.213127,0.0,6.5261397,0.0,0.0,0.0,1.0430633,0.0,0.0,0.0,0.0,0.0,4.6425514,0.88854045,train
0.0,0.0,0.0,1.3061984,0.0,0.0,0.0,0.19548993,0.0,0.0,0.0,0.0,4.212965,0.0,6.525471,0.0,0.0,0.0,1.0428634,0.0,0.0,0.0,0.0,0.0,4.641781,0.88854045,train
0.0,0.0,0.0,1.3061206,0.0,0.0,0.0,0.19471079,0.0,0.0,0.0,0.0,4.2130866,0.0,6.526078,0.0,0.0,0.0,1.0430557,0.0,0.0,0.0,0.0,0.0,4.6425586,0.88854045,train
0.0,0.0,0.0,1.3062755,0.0,0.0,0.0,0.19605723,0.0,0.0,0.0,0.0,4.213772,0.0,6.526216,0.0,0.0,0.0,1.0427088,0.0,0.0,0.0,0.0,0.0,4.6420584,0.88854045,train
0.0,0.0,0.0,1.3059877,0.0,0.0,0.0,0.19489905,0.0,0.0,0.0,0.0,4.2131677,0.0,6.525922,0.0,0.0,0.0,1.0428128,0.0,0.0,0.0,0.0,0.0,4.6422524,0.88854045,train
0.0,0.0,0.0,1.3060104,0.0,0.0,0.0,0.19569075,0.0,0.0,0.0,0.0,4.2131143,0.0,6.5253725,0.0,0.0,0.0,1.0426536,0.0,0.0,0.0,0.0,0.0,4.6414723,0.88854045,train
0.0,0.0,0.0,1.3059776,0.0,0.0,0.0,0.19597957,0.0,0.0,0.0,0.0,4.213795,0.0,6.526392,0.0,0.0,0.0,1.0428772,0.0,0.0,0.0,0.0,0.0,4.642197,0.88854045,train
0.0,0.0,0.0,1.3062901,0.0,0.0,0.0,0.19471377,0.0,0.0,0.0,0.0,4.2130666,0.0,6.526019,0.0,0.0,0.0,1.0429502,0.0,0.0,0.0,0.0,0.0,4.642478,0.88854045,train
0.0,0.0,0.0,1.3060198,0.0,0.0,0.0,0.19488724,0.0,0.0,0.0,0.0,4.213095,0.0,6.5258527,0.0,0.0,0.0,1.0427984,0.0,0.0,0.0,0.0,0.0,4.642256,0.88854045,train
0.0,0.0,0.0,1.3060526,0.0,0.0,0.0,0.19546819,0.0,0.0,0.0,0.0,4.2130303,0.0,6.525609,0.0,0.0,0.0,1.0429381,0.0,0.0,0.0,0.0,0.0,4.6418505,0.88854045,train
0.0,0.0,0.0,1.3061068,0.0,0.0,0.0,0.1953663,0.0,0.0,0.0,0.0,4.2132673,0.0,6.5251107,0.0,0.0,0.0,1.043305,0.0,0.0,0.0,0.0,0.0,4.6421633,0.88854045,train
0.0,0.0,0.0,1.3059511,0.0,0.0,0.0,0.1955553,0.0,0.0,0.0,0.0,4.213344,0.0,6.5249424,0.0,0.0,0.0,1.0430812,0.0,0.0,0.0,0.0,0.0,4.6418576,0.88854045,train
0.0,0.0,0.0,1.306221,0.0,0.0,0.0,0.19548915,0.0,0.0,0.0,0.0,4.212968,0.0,6.525484,0.0,0.0,0.0,1.0428438,0.0,0.0,0.0,0.0,0.0,4.641781,0.88854045,train
0.0,0.0,0.0,1.3061116,0.0,0.0,0.0,0.1947241,0.0,0.0,0.0,0.0,4.213166,0.0,6.526165,0.0,0.0,0.0,1.04305,0.0,0.0,0.0,0.0,0.0,4.6425595,0.88854045,train
0.0,0.0,0.0,1.306017,0.0,0.0,0.0,0.1956797,0.0,0.0,0.0,0.0,4.2130394,0.0,6.5252924,0.0,0.0,0.0,1.0426613,0.0,0.0,0.0,0.0,0.0,4.641476,0.88854045,train
0.0,0.0,0.0,1.3059801,0.0,0.0,0.0,0.1946815,0.0,0.0,0.0,0.0,4.213081,0.0,6.526136,0.0,0.0,0.0,1.0431366,0.0,0.0,0.0,0.0,0.0,4.6426325,0.88854045,train
0.0,0.0,0.0,1.3062226,0.0,0.0,0.0,0.19599654,0.0,0.0,0.0,0.0,4.2136216,0.0,6.5261397,0.0,0.0,0.0,1.0427432,0.0,0.0,0.0,0.0,0.0,4.642129,0.88854045,train
0.0,0.0,0.0,1.3061982,0.0,0.0,0.0,0.19548993,0.0,0.0,0.0,0.0,4.212965,0.0,6.525471,0.0,0.0,0.0,1.0428632,0.0,0.0,0.0,0.0,0.0,4.641781,0.88854045,train
0.0,0.0,0.0,1.3064228,0.0,0.0,0.0,0.19542038,0.0,0.0,0.0,0.0,4.213284,0.0,6.5250216,0.0,0.0,0.0,1.0431108,0.0,0.0,0.0,0.0,0.0,4.642022,0.88854045,train
0.0,0.0,0.0,1.3058106,0.0,0.0,0.0,0.19552603,0.0,0.0,0.0,0.0,4.213338,0.0,6.525001,0.0,0.0,0.0,1.0431617,0.0,0.0,0.0,0.0,0.0,4.6419315,0.88854045,train
0.0,0.0,0.0,1.3061984,0.0,0.0,0.0,0.19548993,0.0,0.0,0.0,0.0,4.212965,0.0,6.525471,0.0,0.0,0.0,1.0428634,0.0,0.0,0.0,0.0,0.0,4.641781,0.88854045,train
0.0,0.0,0.0,1.3061541,0.0,0.0,0.0,0.19468085,0.0,0.0,0.0,0.0,4.213056,0.0,6.526076,0.0,0.0,0.0,1.0430303,0.0,0.0,0.0,0.0,0.0,4.6425514,0.88854045,train
0.0,0.0,0.0,1.3061334,0.0,0.0,0.0,0.19492081,0.0,0.0,0.0,0.0,4.213103,0.0,6.525786,0.0,0.0,0.0,1.0427378,0.0,0.0,0.0,0.0,0.0,4.642183,0.88854045,train
0.0,0.0,0.0,1.306257,0.0,0.0,0.0,0.19474377,0.0,0.0,0.0,0.0,4.2130976,0.0,6.526022,0.0,0.0,0.0,1.0429755,0.0,0.0,0.0,0.0,0.0,4.6424866,0.88854045,train
0.0,0.0,0.0,1.3061206,0.0,0.0,0.0,0.19471079,0.0,0.0,0.0,0.0,4.2130866,0.0,6.526078,0.0,0.0,0.0,1.0430557,0.0,0.0,0.0,0.0,0.0,4.6425586,0.88854045,train
